id,japanese,hiragana,kanji_references,romaji,english,category,jlpt_level,example_japanese,example_english,notes,part_of_speech,part_of_speech_references,frequency,pitch_accent
voc1594,お酒,おさけ,k0449,osake,alcohol; sake,food,N3,お酒を飲みすぎないようにしている。,I try not to drink too much alcohol.,,noun,,very high,LHL
voc1595,日本酒,にほんしゅ,k0449,nihonshu,Japanese sake,food,N3,日本酒を初めて飲んだ。,I drank Japanese sake for the first time.,,noun,,very high,LHHL
voc1596,居酒屋,いざかや,k0449,izakaya,Japanese pub,place,N3,友達と居酒屋で飲んだ。,I drank with my friends at an izakaya.,,noun,,very high,LHHHL
voc1597,悲しい,かなしい,k0450,kanashii,sad,feeling,N3,別れが悲しい。,The parting is sad.,,adjective,,very high,LHHL
voc1598,悲しむ,かなしむ,k0450,kanashimu,to grieve; to feel sad,feeling,N3,友人の死を悲しんだ。,I grieved the death of my friend.,,verb,,high,LHHL
voc1599,悲劇,ひげき,k0450,higeki,tragedy,abstract,N3,その映画は悲劇で終わった。,The movie ended in tragedy.,,noun,,high,LHL
voc1600,晴れ,はれ,k0451,hare,clear weather; sunny,nature,N3,明日は晴れの予報だ。,Tomorrow's forecast is sunny.,,noun,,very high,LH
voc1601,晴れる,はれる,k0451,hareru,to clear up,nature,N3,雨が止んで空が晴れた。,The rain stopped and the sky cleared up.,,verb,,very high,LHL
voc1602,快晴,かいせい,k0451,kaisei,clear sky,nature,N3,今日は快晴で気持ちがいい。,Today is clear and feels great.,,noun,,high,LHL
voc1603,陽気,ようき,k0452,yoki,cheerful; merry,description,N3,彼はいつも陽気だ。,He is always cheerful.,,adjective,,high,LHL
voc1604,太陽光,たいようこう,k0452,taiyoko,sunlight,nature,N3,太陽光を利用した発電が増えている。,Solar power generation is increasing.,,noun,,high,LHHHL
voc1605,陽光,ようこう,k0452,yoko,sunlight; sunshine,nature,N3,陽光が差し込んで部屋が明るい。,Sunlight is streaming in and the room is bright.,,noun,,medium,LHL
voc1606,雪,ゆき,k0454,yuki,snow,nature,N3,雪が積もっている。,Snow has piled up.,,noun,,very high,LH
voc1607,雪だるま,ゆきだるま,k0454,yukidaruma,snowman,object,N3,子供と雪だるまを作った。,I made a snowman with my child.,,noun,,very high,LHHHL
voc1608,大雪,おおゆき,k0454,oyuki,heavy snow,nature,N3,大雪で交通が乱れた。,Transportation was disrupted by heavy snow.,,noun,,high,LHL
voc1609,お礼,おれい,k0455,orei,thanks; gratitude,abstract,N3,お礼を言いに行った。,I went to express my thanks.,,noun,,very high,LHL
voc1610,礼儀,れいぎ,k0455,reigi,manners; courtesy,abstract,N3,礼儀正しい人が好きだ。,I like people with good manners.,,noun,,high,LHL
voc1611,失礼,しつれい,k0455,shitsurei,rude; excuse me,abstract,N3,失礼なことを言ってしまった。,I said something rude.,,noun,,very high,LHHL
voc1612,昔,むかし,k0456,mukashi,long ago; old times,time,N3,昔はここに川があった。,Long ago there was a river here.,,noun,,very high,LHL
voc1613,昔話,むかしばなし,k0456,mukashibanashi,old tale; folklore,art,N3,子供に昔話を聞かせた。,I told my child an old tale.,,noun,,very high,LHHHHL
voc1614,大昔,おおむかし,k0456,omukashi,ancient times; long ago,time,N3,大昔の化石が発見された。,A fossil from ancient times was discovered.,,noun,,medium,LHHL
voc1615,泳ぐ,およぐ,k0457,oyogu,to swim,action,N3,海で泳いだ。,I swam in the ocean.,,verb,,very high,LHL
voc1616,水泳,すいえい,k0457,suiei,swimming,sport,N3,水泳が得意だ。,I'm good at swimming.,,noun,,very high,LHL
voc1617,遠泳,えんえい,k0457,enei,long-distance swimming,sport,N3,遠泳大会に参加した。,I participated in a long-distance swimming event.,,noun,,low,LHL
voc1618,鳴く,なく,k0458,naku,to chirp; to cry (animal),nature,N3,鳥が朝から鳴いている。,A bird has been chirping since morning.,,verb,,very high,LH
voc1619,鳴らす,ならす,k0458,narasu,to ring; to sound,action,N3,ベルを鳴らした。,I rang the bell.,,verb,,high,LHL
voc1620,鳴き声,なきごえ,k0458,nakigoe,cry; chirp (of animal),nature,N3,虫の鳴き声が聞こえる。,I can hear the chirping of insects.,,noun,,medium,LHHL
voc1621,箱,はこ,k0459,hako,box,object,N3,贈り物を箱に入れた。,I put the gift in a box.,,noun,,very high,LH
voc1622,宝箱,たからばこ,k0459,takarabako,treasure box,object,N3,昔の宝箱が見つかった。,An old treasure box was found.,,noun,,medium,LHHHL
voc1623,箱根,はこね,k0459,hakone,Hakone (place),place,N3,箱根に温泉旅行に行った。,I went to Hakone for a hot spring trip.,,noun,,medium,LHL
voc1624,才能,さいのう,k0460,saino,talent; gift,abstract,N3,彼には音楽の才能がある。,He has a musical talent.,,noun,,very high,LHHL
voc1625,天才,てんさい,k0460,tensai,genius,abstract,N3,彼は数学の天才だ。,He is a mathematical genius.,,noun,,very high,LHL
voc1626,才,さい,k0460,sai,years old; talent,abstract,N3,十八才で成人になった。,I became an adult at eighteen.,,noun,,very high,H
voc1627,政治,せいじ,k0461,seiji,politics,society,N3,政治に関心を持つことが大切だ。,It is important to take an interest in politics.,,noun,,very high,LH
voc1628,政府,せいふ,k0461,seifu,government,society,N3,政府が新しい政策を発表した。,The government announced a new policy.,,noun,,very high,LH
voc1629,政策,せいさく,k0461,seisaku,policy; measure,society,N3,環境政策が重要だ。,Environmental policy is important.,,noun,,very high,LHL
voc1630,経験,けいけん,k0462,keiken,experience,abstract,N3,様々な経験を積んだ。,I gained various experiences.,,noun,,very high,LHL
voc1631,経済,けいざい,k0462,keizai,economy; economics,economy,N3,経済が成長している。,The economy is growing.,,noun,,very high,LHL
voc1632,経営,けいえい,k0462,keiei,management; administration,work,N3,会社の経営が難しい。,Managing a company is difficult.,,noun,,very high,LHL
voc1633,現在,げんざい,k0463,genzai,present; currently,time,N3,現在どこに住んでいますか？,Where do you currently live?,,noun,,very high,LHL
voc1634,現実,げんじつ,k0463,genjitsu,reality; actuality,abstract,N3,夢と現実の違いがある。,There is a difference between dreams and reality.,,noun,,very high,LHHL
voc1635,現場,げんば,k0463,genba,site; scene,place,N3,事故現場に警察が来た。,Police came to the accident scene.,,noun,,very high,LH
voc1636,性格,せいかく,k0464,seikaku,personality; character,abstract,N3,彼は明るい性格だ。,He has a cheerful personality.,,noun,,very high,LHL
voc1637,性質,せいしつ,k0464,seishitsu,nature; quality,abstract,N3,人の性質はなかなか変わらない。,People's nature rarely changes.,,noun,,high,LHL
voc1638,女性,じょせい,k0464,josei,woman; female,people,N3,女性の社会進出が進んでいる。,Women's advancement in society is progressing.,,noun,,very high,LHL
voc1639,制度,せいど,k0465,seido,system; institution,society,N3,教育制度を改革する必要がある。,The education system needs to be reformed.,,noun,,very high,LH
voc1640,規制,きせい,k0465,kisei,regulation; control,society,N3,新しい規制が導入された。,New regulations were introduced.,,noun,,very high,LHL
voc1641,体制,たいせい,k0465,taisei,system; regime,society,N3,政治体制が変わった。,The political system changed.,,noun,,high,LHL
voc1642,務める,つとめる,k0466,tsutomeru,to serve; to work,work,N3,会長を務めている。,I serve as chairman.,,verb,,very high,LHHL
voc1643,義務,ぎむ,k0466,gimu,duty; obligation,abstract,N3,投票は国民の義務だ。,Voting is the duty of citizens.,,noun,,very high,LH
voc1644,事務,じむ,k0466,jimu,office work; clerical work,work,N3,事務作業が多くて大変だ。,There is so much office work it's tough.,,noun,,very high,LH
voc1645,権利,けんり,k0467,kenri,right; privilege,society,N3,基本的人権を守ることが大切だ。,It is important to protect basic human rights.,,noun,,very high,LH
voc1646,権力,けんりょく,k0467,kenryoku,power; authority,society,N3,権力の乱用は許されない。,Abuse of power is not permitted.,,noun,,very high,LHHL
voc1647,人権,じんけん,k0467,jinken,human rights,society,N3,人権を尊重する社会を目指す。,We aim for a society that respects human rights.,,noun,,very high,LHL
voc1648,支える,ささえる,k0468,sasaeru,to support; to hold up,action,N3,家族を支えるために働いている。,I work to support my family.,,verb,,very high,LHHL
voc1649,支持,しじ,k0468,shiji,support; backing,abstract,N3,市民の支持を得た。,I gained the support of the citizens.,,noun,,very high,LH
voc1650,支払い,しはらい,k0468,shiharai,payment,money,N3,支払いはカードでできますか？,Can I pay by card?,,noun,,very high,LHHL
voc1651,情報,じょうほう,k0469,joho,information,abstract,N3,最新の情報を確認した。,I checked the latest information.,,noun,,very high,LHHL
voc1652,報道,ほうどう,k0469,hodo,news coverage; reporting,abstract,N3,メディアの報道を見た。,I watched media coverage.,,noun,,very high,LHL
voc1653,報告,ほうこく,k0469,hokoku,report; notification,action,N3,上司に進捗を報告した。,I reported the progress to my boss.,,noun,,very high,LHHL
voc1654,済む,すむ,k0470,sumu,to be finished; to get by,action,N3,仕事が済んだら連絡して。,Contact me when work is finished.,,verb,,very high,LH
voc1655,返済,へんさい,k0470,hensai,repayment; reimbursement,money,N3,ローンの返済が終わった。,Loan repayment is complete.,,noun,,high,LHL
voc1656,決済,けっさい,k0470,kessai,settlement; payment,money,N3,オンラインで決済した。,I made payment online.,,noun,,high,LHL
voc1657,解決,かいけつ,k0471,kaiketsu,solution; resolution,abstract,N3,問題が解決した。,The problem was solved.,,noun,,very high,LHHL
voc1658,理解,りかい,k0471,rikai,understanding; comprehension,abstract,N3,相手の立場を理解することが大切だ。,It is important to understand the other person's position.,,noun,,very high,LHL
voc1659,解説,かいせつ,k0471,kaisetsu,explanation; commentary,abstract,N3,専門家が詳しく解説した。,An expert gave a detailed explanation.,,noun,,high,LHHL
voc1660,資料,しりょう,k0472,shiryo,material; document,abstract,N3,会議の資料を準備した。,I prepared materials for the meeting.,,noun,,very high,LHL
voc1661,資金,しきん,k0472,shikin,funds; capital,money,N3,プロジェクトの資金を集めた。,I raised funds for the project.,,noun,,very high,LH
voc1662,資源,しげん,k0472,shigen,resources,nature,N3,天然資源を大切にしなければならない。,We must cherish natural resources.,,noun,,very high,LHL
voc1663,際,きわ,k0473,kiwa,edge; brink,abstract,N3,海の際に立った。,I stood at the water's edge.,,noun,,high,LH
voc1664,国際,こくさい,k0473,kokusai,international,society,N3,国際的な問題に取り組んでいる。,I am working on international issues.,,noun,,very high,LHHL
voc1665,実際,じっさい,k0473,jissai,actually; in practice,abstract,N3,実際に試してみた。,I actually tried it.,,adverb,,very high,LHHL
voc1666,判断,はんだん,k0474,handan,judgment; decision,abstract,N3,冷静に判断することが大切だ。,It is important to make calm judgments.,,noun,,very high,LHHL
voc1667,判明,はんめい,k0474,hanmei,becoming clear,abstract,N3,原因が判明した。,The cause became clear.,,noun,,medium,LHHL
voc1668,裁判,さいばん,k0474,saiban,trial; court case,society,N3,裁判で無罪が証明された。,Innocence was proven in the trial.,,noun,,very high,LHL
voc1669,認める,みとめる,k0475,mitomeru,to acknowledge; to admit,abstract,N3,自分の間違いを認めた。,I admitted my own mistake.,,verb,,very high,LHHL
voc1670,確認,かくにん,k0475,kakunin,confirmation; verification,action,N3,予約を確認してください。,Please confirm the reservation.,,noun,,very high,LHHL
voc1671,認識,にんしき,k0475,ninshiki,recognition; awareness,abstract,N3,問題の認識が大切だ。,Awareness of the problem is important.,,noun,,high,LHHL
voc1672,在宅,ざいたく,k0476,zaitaku,being at home; working from home,abstract,N3,在宅勤務ができる会社に入った。,I joined a company where I can work from home.,,noun,,very high,LHL
voc1673,存在,そんざい,k0476,sonzai,existence; being,abstract,N3,彼の存在が大きな支えになった。,His existence was a great support.,,noun,,very high,LHHL
voc1674,在学,ざいがく,k0476,zaigaku,being enrolled; attending school,education,N3,在学中に研究を進めた。,I advanced my research while enrolled.,,noun,,medium,LHL
voc1675,事件,じけん,k0477,jiken,incident; event,society,N3,不思議な事件が起きた。,A mysterious incident occurred.,,noun,,very high,LHL
voc1676,条件,じょうけん,k0477,joken,condition; requirement,abstract,N3,仕事の条件を確認した。,I confirmed the job requirements.,,noun,,very high,LHHL
voc1677,件数,けんすう,k0477,kensu,number of cases,abstract,N3,事故の件数が増えている。,The number of accidents is increasing.,,noun,,medium,LHL
voc1678,任せる,まかせる,k0478,makaseru,to entrust; to leave to,action,N3,仕事を部下に任せた。,I entrusted the work to my subordinate.,,verb,,very high,LHHL
voc1679,責任,せきにん,k0478,sekinin,responsibility,abstract,N3,責任を持って仕事をする。,I do my work with responsibility.,also uses k0530,noun,,very high,LHHL
voc1680,任務,にんむ,k0478,ninmu,mission; duty,abstract,N3,任務を完了した。,I completed the mission.,,noun,,high,LHL
voc1681,論文,ろんぶん,k0479,ronbun,thesis; paper,education,N3,卒業論文を書いている。,I am writing my graduation thesis.,,noun,,very high,LHHL
voc1682,議論,ぎろん,k0479,giron,discussion; debate,abstract,N3,問題について議論した。,We debated the problem.,,noun,,very high,LHL
voc1683,理論,りろん,k0479,riron,theory,abstract,N3,新しい理論を提唱した。,I proposed a new theory.,,noun,,high,LHL
voc1684,増える,ふえる,k0480,fueru,to increase,action,N3,人口が増えている。,The population is increasing.,,verb,,very high,LHL
voc1685,増加,ぞうか,k0480,zoka,increase,abstract,N3,交通事故が増加している。,Traffic accidents are increasing.,,noun,,high,LHL
voc1686,増大,ぞうだい,k0480,zodai,growth; expansion,abstract,N3,需要が増大している。,Demand is growing.,,noun,,medium,LHL
voc1687,感情,かんじょう,k0481,kanjo,emotion; feeling,feeling,N3,感情を抑えるのが難しい。,It's hard to suppress emotions.,,noun,,very high,LHHL
voc1688,情報,じょうほう,k0481,joho,information; news,abstract,N3,情報を集めて分析した。,I collected and analyzed information.,,noun,,very high,LHHL
voc1689,友情,ゆうじょう,k0481,yujo,friendship,feeling,N3,友情は大切にするものだ。,Friendship is something to be cherished.,,noun,,high,LHHL
voc1690,示す,しめす,k0482,shimesu,to show; to indicate,action,N3,グラフで結果を示した。,I showed the results in a graph.,,verb,,very high,LHL
voc1691,指示,しじ,k0482,shiji,instruction; direction,abstract,N3,上司の指示に従った。,I followed my boss's instructions.,,noun,,very high,LH
voc1692,表示,ひょうじ,k0482,hyoji,display; indication,abstract,N3,画面に情報が表示された。,Information was displayed on the screen.,,noun,,very high,LHL
voc1693,確かめる,たしかめる,k0483,tashikameru,to confirm; to verify,action,N3,事実を確かめた。,I confirmed the facts.,,verb,,very high,LHHHL
voc1694,確認,かくにん,k0483,kakunin,confirmation,action,N3,予約の確認をした。,I confirmed the reservation.,,noun,,very high,LHHL
voc1695,正確,せいかく,k0483,seikaku,accurate; correct,abstract,N3,正確な情報が必要だ。,Accurate information is necessary.,,adjective,,very high,LHL
voc1696,容赦,ようしゃ,k0484,yosha,forgiveness; mercy,abstract,N3,容赦なく批判された。,I was criticized mercilessly.,,noun,,medium,LHL
voc1697,内容,ないよう,k0484,naiyo,content; substance,abstract,N3,報告書の内容を確認した。,I confirmed the content of the report.,,noun,,very high,LHHL
voc1698,容量,ようりょう,k0484,yōryō,capacity; volume,abstract,N3,このバッグの容量は大きい。,This bag has a large capacity.,,noun,,high,LHHL
voc1699,演奏,えんそう,k0485,enso,musical performance,art,N3,ピアノの演奏を聴いた。,I listened to a piano performance.,,noun,,very high,LHHL
voc1700,演説,えんぜつ,k0485,enzetsu,speech; address,action,N3,大統領が演説をした。,The president gave a speech.,,noun,,very high,LHHL
voc1701,演技,えんぎ,k0485,engi,acting; performance,art,N3,彼の演技が素晴らしかった。,His acting was wonderful.,,noun,,very high,LHHL
voc1702,歳,さい,k0486,sai,years old; age,time,N3,今年三十歳になった。,I turned thirty this year.,,noun,,very high,H
voc1703,年齢,ねんれい,k0486,nenrei,age,time,N3,年齢を問わず参加できる。,Anyone can participate regardless of age.,,noun,,very high,LHHL
voc1704,歳月,さいげつ,k0486,saigetsu,years; time,time,N3,歳月が経つのは早い。,The years pass quickly.,,noun,,medium,LHL
voc1705,能力,のうりょく,k0487,noryoku,ability; capability,abstract,N3,能力を最大限に発揮した。,I demonstrated my ability to the fullest.,,noun,,very high,LHHL
voc1706,可能,かのう,k0487,kano,possible; feasible,abstract,N3,それは可能ですか？,Is that possible?,,adjective,,very high,LHL
voc1707,才能,さいのう,k0487,saino,talent; ability,abstract,N3,彼女には絵の才能がある。,She has a talent for painting.,,noun,,very high,LHHL
voc1708,格差,かくさ,k0488,kakusa,gap; disparity,society,N3,経済的格差が広がっている。,Economic disparity is widening.,,noun,,high,LHL
voc1709,規格,きかく,k0488,kikaku,standard; specification,abstract,N3,国際規格に合わせて製品を作った。,I made the product according to international standards.,,noun,,high,LHL
voc1710,価格,かかく,k0488,kakaku,price; value,economy,N3,商品の価格を調べた。,I checked the price of the product.,,noun,,very high,LHL
voc1711,疑う,うたがう,k0489,utagau,to doubt; to suspect,abstract,N3,彼の話を疑った。,I doubted his story.,,verb,,very high,LHHL
voc1712,疑問,ぎもん,k0489,gimon,question; doubt,abstract,N3,疑問があれば質問してください。,Please ask if you have any questions.,,noun,,very high,LHL
voc1713,不思議,ふしぎ,k0489,fushigi,mysterious; wonder,abstract,N3,不思議な出来事が起きた。,A mysterious event occurred.,,adjective,,very high,LHHL
voc1714,過ぎる,すぎる,k0490,sugiru,to pass; to exceed,action,N3,時間が過ぎるのが早い。,Time passes quickly.,,verb,,very high,LHL
voc1715,過去,かこ,k0490,kako,past,time,N3,過去のことは忘れよう。,Let's forget about the past.,,noun,,very high,LH
voc1716,経過,けいか,k0490,keika,passage; progress,time,N3,手術後の経過が良好だ。,Recovery after surgery is going well.,,noun,,very high,LHL
voc1717,常に,つねに,k0491,tsuneni,always; constantly,abstract,N3,常に前向きな姿勢が大切だ。,A positive attitude is always important.,,adverb,,very high,LHL
voc1718,日常,にちじょう,k0491,nichijo,everyday; daily life,abstract,N3,日常生活を大切にしている。,I value my daily life.,,noun,,very high,LHHL
voc1719,非常,ひじょう,k0491,hijo,emergency; very,abstract,N3,非常に重要な問題だ。,This is a very important issue.,,adverb,,very high,LHL
voc1720,状況,じょうきょう,k0492,jokyo,situation; circumstances,abstract,N3,現在の状況を説明した。,I explained the current situation.,,noun,,very high,LHHL
voc1721,状態,じょうたい,k0492,jotai,state; condition,abstract,N3,患者の状態が安定している。,The patient's condition is stable.,,noun,,very high,LHHL
voc1722,症状,しょうじょう,k0492,shojo,symptom,health,N3,風邪の症状が出てきた。,Cold symptoms have appeared.,,noun,,very high,LHHL
voc1723,職場,しょくば,k0493,shokuba,workplace,work,N3,職場の雰囲気が良い。,The workplace atmosphere is good.,,noun,,very high,LHL
voc1724,職業,しょくぎょう,k0493,shokugyo,occupation; profession,work,N3,将来の職業について考えた。,I thought about my future occupation.,,noun,,very high,LHHL
voc1725,職員,しょくいん,k0493,shokuin,staff; employee,people,N3,学校の職員全員が集まった。,All school staff gathered.,,noun,,very high,LHHL
voc1726,与える,あたえる,k0494,ataeru,to give; to provide,action,N3,子供に機会を与えたい。,I want to give opportunities to children.,,verb,,very high,LHHL
voc1727,与党,よとう,k0494,yoto,ruling party,society,N3,与党が選挙に勝った。,The ruling party won the election.,,noun,,high,LHL
voc1728,授与,じゅよ,k0494,juyo,conferment; awarding,abstract,N3,優秀な学生に賞が授与された。,A prize was awarded to the outstanding student.,,noun,,medium,LHL
voc1729,供給,きょうきゅう,k0495,kyokyu,supply; provision,economy,N3,食料の供給が不足している。,Food supply is insufficient.,,noun,,high,LHHL
voc1730,提供,ていきょう,k0495,teikyo,provision; offer,action,N3,無料でサービスを提供している。,We provide the service free of charge.,,noun,,very high,LHHL
voc1731,子供,こども,k0495,kodomo,child,people,N3,子供が公園で遊んでいる。,The child is playing in the park.,,noun,,very high,LHL
voc1732,構造,こうぞう,k0496,kozo,structure; construction,abstract,N3,建物の構造を調べた。,I investigated the structure of the building.,,noun,,very high,LHHL
voc1733,機構,きこう,k0496,kiko,mechanism; organization,abstract,N3,国際機構に加盟した。,We joined the international organization.,,noun,,medium,LHL
voc1734,構える,かまえる,k0496,kamaeru,to set up; to be ready,action,N3,カメラを構えて撮影した。,I held up the camera and took photos.,,verb,,high,LHHL
voc1735,割る,わる,k0497,waru,to divide; to break,action,N3,皿を割ってしまった。,I broke a plate.,,verb,,very high,LH
voc1736,割合,わりあい,k0497,wariai,proportion; rate,abstract,N3,合格率の割合を計算した。,I calculated the proportion of the pass rate.,,noun,,very high,LHHL
voc1737,割引,わりびき,k0497,waribiki,discount,economy,N3,会員は割引が受けられる。,Members can receive discounts.,,noun,,very high,LHHL
voc1738,難しい,むずかしい,k0498,muzukashii,difficult,description,N3,この問題は難しい。,This problem is difficult.,,adjective,,very high,LHHHL
voc1739,困難,こんなん,k0498,konnan,difficulty; hardship,abstract,N3,困難な状況を乗り越えた。,I overcame a difficult situation.,,noun,,very high,LHHL
voc1740,難問,なんもん,k0498,nanmon,difficult question,abstract,N3,難問に挑戦した。,I challenged a difficult question.,,noun,,medium,LHL
voc1741,優しい,やさしい,k0499,yasashii,kind; gentle,description,N3,彼女はとても優しい。,She is very kind.,,adjective,,very high,LHHL
voc1742,優秀,ゆうしゅう,k0499,yushu,excellent; outstanding,abstract,N3,優秀な成績で卒業した。,I graduated with excellent grades.,,noun,,very high,LHHL
voc1743,優先,ゆうせん,k0499,yusen,priority; precedence,abstract,N3,安全を優先してください。,Please give priority to safety.,,noun,,very high,LHHL
voc1744,収入,しゅうにゅう,k0500,shunyu,income; revenue,money,N3,毎月の収入が安定している。,My monthly income is stable.,,noun,,very high,LHHL
voc1745,収集,しゅうしゅう,k0500,shushu,collection; gathering,action,N3,切手を収集している。,I collect stamps.,,noun,,high,LHHL
voc1746,回収,かいしゅう,k0500,kaishu,collection; recovery,action,N3,古紙回収の日に出した。,I put it out on the used paper collection day.,,noun,,high,LHHL
voc1747,断る,ことわる,k0501,kotowaru,to refuse; to decline,action,N3,誘いを断った。,I declined the invitation.,,verb,,very high,LHHL
voc1748,判断,はんだん,k0501,handan,judgment; decision,abstract,N3,自分で判断してください。,Please make your own judgment.,,noun,,very high,LHHL
voc1749,切断,せつだん,k0501,setsudan,cutting; disconnection,action,N3,電源を切断した。,I disconnected the power.,,noun,,medium,LHHL
voc1750,違う,ちがう,k0502,chigau,to differ; to be wrong,abstract,N3,それは違います。,That is incorrect.,,verb,,very high,LHL
voc1751,間違い,まちがい,k0502,machigai,mistake; error,abstract,N3,間違いを訂正した。,I corrected the mistake.,,noun,,very high,LHHHL
voc1752,相違,そうい,k0502,soi,difference; discrepancy,abstract,N3,意見に相違がある。,There is a difference in opinion.,,noun,,medium,LHL
voc1753,規則,きそく,k0503,kisoku,rule; regulation,society,N3,規則を守ることが大切だ。,It is important to obey the rules.,,noun,,very high,LHL
voc1754,規模,きぼ,k0503,kibo,scale; size,abstract,N3,大規模なイベントが開催された。,A large-scale event was held.,,noun,,very high,LHL
voc1755,定規,じょうぎ,k0503,jogi,ruler (measuring tool),object,N3,定規で線を引いた。,I drew a line with a ruler.,,noun,,high,LHL
voc1756,技術,ぎじゅつ,k0504,gijutsu,technology; skill,abstract,N3,最新の技術を学んだ。,I learned the latest technology.,,noun,,very high,LHL
voc1757,芸術,げいじゅつ,k0504,geijutsu,art; fine arts,art,N3,芸術に深い関心がある。,I have a deep interest in art.,,noun,,very high,LHHL
voc1758,手術,しゅじゅつ,k0504,shujutsu,surgery; operation,health,N3,手術は成功した。,The surgery was successful.,,noun,,very high,LHHL
voc1759,備える,そなえる,k0505,sonaeru,to prepare; to equip,action,N3,災害に備えて準備をした。,I prepared for disasters.,,verb,,very high,LHHL
voc1760,設備,せつび,k0505,setsubi,equipment; facilities,object,N3,最新の設備が整っている。,The latest equipment is in place.,,noun,,very high,LHL
voc1761,準備,じゅんび,k0505,junbi,preparation,action,N3,試験の準備をしている。,I am preparing for the exam.,,noun,,very high,LHL
voc1762,自宅,じたく,k0506,jitaku,one's home,place,N3,自宅で仕事をしている。,I work at home.,,noun,,very high,LHL
voc1763,宅配,たくはい,k0506,takuhai,home delivery,action,N3,宅配で荷物を送った。,I sent a package by home delivery.,,noun,,very high,LHHL
voc1764,帰宅,きたく,k0506,kitaku,returning home,action,N3,帰宅したら連絡します。,I'll contact you when I get home.,,noun,,very high,LHL
voc1765,警告,けいこく,k0507,keikoku,warning; caution,abstract,N3,危険を警告する看板がある。,There is a sign warning of danger.,,noun,,high,LHHL
voc1766,警察,けいさつ,k0507,keisatsu,police,society,N3,警察に通報した。,I reported it to the police.,,noun,,very high,LHHL
voc1767,警備,けいび,k0507,keibi,security; guard,society,N3,イベントの警備をした。,I provided security for the event.,,noun,,high,LHL
voc1768,訪問,ほうもん,k0508,homon,visit,action,N3,お客様が訪問してくださった。,A customer visited us.,,noun,,very high,LHHL
voc1769,訪れる,おとずれる,k0508,otozureru,to visit; to come,action,N3,春が訪れた。,Spring has come.,,verb,,very high,LHHHHL
voc1770,来訪,らいほう,k0508,raiho,visit; coming,action,N3,大切なお客様の来訪があった。,An important guest came to visit.,,noun,,medium,LHL
voc1771,限る,かぎる,k0509,kagiru,to limit; to restrict,action,N3,参加者を二十人に限る。,We limit participants to twenty people.,,verb,,very high,LHL
voc1772,限界,げんかい,k0509,genkai,limit; boundary,abstract,N3,自分の限界に挑戦した。,I challenged my own limits.,,noun,,very high,LHHL
voc1773,無限,むげん,k0509,mugen,infinite; limitless,abstract,N3,可能性は無限だ。,The possibilities are infinite.,,noun,,high,LHL
voc1774,退職,たいしょく,k0510,taishoku,retirement; resignation,work,N3,六十歳で退職する予定だ。,I plan to retire at sixty.,,noun,,very high,LHHL
voc1775,撤退,てったい,k0510,tettai,withdrawal; retreat,action,N3,軍が撤退した。,The army withdrew.,,noun,,medium,LHHL
voc1776,後退,こうたい,k0510,kotai,retreat; regression,action,N3,一歩後退して考え直した。,I took a step back and reconsidered.,,noun,,medium,LHL
voc1777,渡す,わたす,k0511,watasu,to hand over; to give,action,N3,書類を担当者に渡した。,I handed the documents to the person in charge.,,verb,,very high,LHL
voc1778,渡る,わたる,k0511,wataru,to cross; to go across,action,N3,橋を渡って向こう岸に行った。,I crossed the bridge to the other bank.,,verb,,very high,LHL
voc1779,渡航,とこう,k0511,toko,traveling abroad,action,N3,海外渡航の準備をした。,I prepared for traveling abroad.,,noun,,medium,LHL
voc1780,若い,わかい,k0512,wakai,young,description,N3,彼はまだ若い。,He is still young.,,adjective,,very high,LHL
voc1781,若者,わかもの,k0512,wakamono,young person; youth,people,N3,若者の意見を聞きたい。,I want to hear the opinions of young people.,,noun,,very high,LHHL
voc1782,若干,じゃっかん,k0512,jakkan,a few; somewhat,abstract,N3,若干の問題がある。,There are a few problems.,,noun,,high,LHL
voc1783,非常,ひじょう,k0513,hijo,emergency; not normal,abstract,N3,非常口はどこですか？,Where is the emergency exit?,,noun,,very high,LHL
voc1784,非公開,ひこうかい,k0513,hikōkai,not open to public; private,abstract,N3,その情報は非公開だ。,That information is not public.,,noun,,medium,LHHHL
voc1785,非難,ひなん,k0513,hinan,criticism; blame,abstract,N3,彼の行動が非難された。,His actions were criticized.,,noun,,high,LHL
voc1786,段階,だんかい,k0514,dankai,stage; step,abstract,N3,プロジェクトは次の段階に入った。,The project entered the next stage.,,noun,,very high,LHHL
voc1787,手段,しゅだん,k0514,shudan,means; method,abstract,N3,目的のためにあらゆる手段を使った。,I used every means for the purpose.,,noun,,very high,LHL
voc1788,段落,だんらく,k0514,danraku,paragraph,abstract,N3,文章を段落に分けた。,I divided the text into paragraphs.,,noun,,medium,LHHL
voc1789,財産,ざいさん,k0515,zaisan,property; assets,money,N3,財産を守ることが大切だ。,It is important to protect one's assets.,,noun,,very high,LHL
voc1790,財政,ざいせい,k0515,zaisei,finance; budget,money,N3,国の財政が厳しい。,The country's finances are tight.,,noun,,high,LHL
voc1791,財布,さいふ,k0515,saifu,wallet; purse,object,N3,財布を落としてしまった。,I dropped my wallet.,,noun,,very high,LHL
voc1792,意識,いしき,k0516,ishiki,consciousness; awareness,abstract,N3,問題意識を持つことが大切だ。,It is important to be aware of problems.,,noun,,very high,LHL
